,customer_id,anomaly_score,avg_path_length,risk_score,is_anomaly
59941,SYNID0200821735,-0.16899132783946846,5.941358446865014,82.60578472022522,1
53659,SYNID0200066012,-0.16881021185763334,5.945360398835044,82.57230388715251,1
61016,SYNID0200952615,-0.16717699697184507,5.981497060718615,82.26998003284622,1
57086,SYNID0200485667,-0.16693888091290432,5.986773025938907,82.22584064482739,1
54531,SYNID0200173916,-0.1666836834591161,5.992429557225961,82.1785173932715,1
59731,SYNID0200795158,-0.16622234494788235,6.002660766813186,82.0929218081953,1
59442,SYNID0200763026,-0.16559165769692974,6.0166591311935465,81.97580973273327,1
55846,SYNID0200336596,-0.1629003478054588,6.076543316110988,81.47481111657547,1
53270,SYNID0200020394,-0.1625245494288038,6.084924523234801,81.4046928845823,1
54076,SYNID0200117193,-0.16207771278540273,6.09489624359999,81.32126821894545,1
60743,SYNID0200917657,-0.16072407138076583,6.125145576111701,81.06819850197498,1
60331,SYNID0200868532,-0.1596698148312956,6.1487476236947005,80.87074080602612,1
54449,SYNID0200164810,-0.15781296177224557,6.190409580563297,80.52219163955807,1
57097,SYNID0200486637,-0.15703640287064946,6.207868012669577,80.37613220270359,1
58970,SYNID0200712083,-0.15575974538754844,6.236614449750904,80.13563589775984,1
53468,SYNID0200045450,-0.15498642593629253,6.254054477556674,79.98973043359614,1
55995,SYNID0200354860,-0.1546623119346744,6.261370074323379,79.92852723175679,1
54625,SYNID0200185524,-0.15309620750666209,6.296769820944984,79.632368503134,1
55092,SYNID0200242911,-0.15174728950426797,6.327328464044394,79.37671105491839,1
57065,SYNID0200483554,-0.1511565330241964,6.340731492882575,79.26457963141301,1
58032,SYNID0200599266,-0.14740158635286582,6.426208710745623,78.5494664855725,1
54989,SYNID0200230347,-0.14551720894805242,6.469291492115533,78.18903052278347,1
54913,SYNID0200221187,-0.14508469420368952,6.479197882046803,78.10615241976632,1
60236,SYNID0200856938,-0.14498739015661744,6.481427465400816,78.08749944525378,1
54478,SYNID0200168986,-0.14419348900985862,6.499631154726452,77.935205092852,1
54915,SYNID0200221305,-0.14401634637643912,6.503695993037149,77.9011981447509,1
57062,SYNID0200483286,-0.14379805391058242,6.50870662218204,77.85927859168139,1
58109,SYNID0200608038,-0.14312621332429776,6.524138546037715,77.7301731775056,1
60178,SYNID0200850667,-0.14281783078546606,6.531227375081133,77.67086714293525,1
56267,SYNID0200388599,-0.1421658673311642,6.546225344291178,77.5453922478562,1
55577,SYNID0200300572,-0.14212528447686024,6.547159428187611,77.53757758460023,1
53622,SYNID0200061901,-0.1413510119756749,6.5649919523802165,77.38838844634256,1
56159,SYNID0200374359,-0.1404153205630998,6.586570919196933,77.20785609830786,1
54454,SYNID0200165094,-0.14023894177473895,6.590642108011844,77.17379602109048,1
55835,SYNID0200334412,-0.13993065326204512,6.597760741431296,77.11424063936497,1
55233,SYNID0200259434,-0.1387760319368141,6.624452398908066,76.89093487879968,1
61003,SYNID0200950196,-0.13734142793895732,6.657683777280126,76.61291699143308,1
55893,SYNID0200341758,-0.1367248973663635,6.6719881691942575,76.49324465116763,1
58256,SYNID0200625391,-0.13611117098059833,6.6862412629459635,76.37400147777525,1
58981,SYNID0200713077,-0.13530843295424866,6.704904706470098,76.21786076397541,1
59240,SYNID0200742144,-0.1342502975332448,6.729542133053512,76.01174095720178,1
57953,SYNID0200589412,-0.1336931864306825,6.74253032599908,75.90308010290292,1
57063,SYNID0200483480,-0.13320712090674713,6.753871530571904,75.80819816029351,1
53739,SYNID0200076471,-0.1299684966992054,6.829660248699994,75.17414022070739,1
55263,SYNID0200263267,-0.12907941627466657,6.850534247265204,74.99950572565217,1
57162,SYNID0200494373,-0.1284529478033195,6.8652603175925995,74.87630557079261,1
58200,SYNID0200619086,-0.1277451278256907,6.881916348751523,74.73695912109464,1
58576,SYNID0200663490,-0.12745846758606694,6.888667223942394,74.68048045092249,1
56131,SYNID0200369865,-0.12729271555586152,6.892572106993571,74.64781170862275,1
56814,SYNID0200452952,-0.12674763946742418,6.9054206070886375,74.54031954226521,1
54671,SYNID0200192127,-0.124109995152906,6.967753283828528,74.01883653583955,1
60069,SYNID0200837172,-0.12293191183503271,6.995678842712386,73.78520780104864,1
60665,SYNID0200908516,-0.12203781628275212,7.016907963298942,73.60760231053769,1
59508,SYNID0200772161,-0.12187938868548742,7.020672800053368,73.576105213155,1
59894,SYNID0200815875,-0.12147864260136021,7.0302003203973,73.49639678071485,1
54113,SYNID0200122511,-0.12023704482708453,7.059757683622066,73.24911616575287,1
53934,SYNID0200101124,-0.11702861758586969,7.136412067042265,72.60781596155215,1
59515,SYNID0200772597,-0.11473929425042617,7.19135167236884,72.14818431959498,1
57898,SYNID0200581632,-0.11283736722069171,7.2371502891262205,71.76502733667833,1
56628,SYNID0200433479,-0.1123803087396481,7.2481774909900265,71.67277238019064,1
60688,SYNID0200911238,-0.11205559680526789,7.256016641284942,71.60718906374373,1
61380,SYNID0200996134,-0.1115475966518592,7.268289056854446,71.5045164929187,1
59280,SYNID0200746606,-0.11108132603938059,7.279562334059386,71.41020283920487,1
55583,SYNID0200301183,-0.1109040611213169,7.283850420892173,71.3743281659142,1
60518,SYNID0200892021,-0.11052680456737274,7.2929805034171435,71.29794474821014,1
58002,SYNID0200595959,-0.1102675011179598,7.29925924475569,71.2454160091756,1
56858,SYNID0200458134,-0.10944366527178206,7.319225220417101,71.07837814783711,1
53242,SYNID0200017800,-0.10909051042917728,7.327792328582754,71.00670464436732,1
56889,SYNID0200461935,-0.10889732224034598,7.332480941838595,70.96747911669063,1
56311,SYNID0200393622,-0.10828229338398032,7.347417400649213,70.84251882534268,1
56909,SYNID0200464614,-0.10792315231095917,7.356146409446176,70.76949084084664,1
53222,SYNID0200015370,-0.10680061105268635,7.383463327168616,70.54095407449496,1
57856,SYNID0200577263,-0.10625374535763854,7.396789555028246,70.42946517762707,1
54232,SYNID0200136965,-0.10580554188949276,7.407720511256927,70.3380154242172,1
57419,SYNID0200524333,-0.1057700875357176,7.408585530624619,70.33077856348743,1
54845,SYNID0200212894,-0.10419232690124369,7.447131260070638,70.00830014722659,1
53762,SYNID0200078974,-0.10401809100357695,7.45139412773207,69.97263646069256,1
60922,SYNID0200938648,-0.10391980704609094,7.453799292401073,69.95251455083499,1
59367,SYNID0200756068,-0.10305096348080556,7.475078316067894,69.77449156488362,1
60505,SYNID0200890307,-0.10146625733974701,7.5139687478019495,69.44912932596525,1
55467,SYNID0200287638,-0.10038113126764558,7.540658084375842,69.2258429823651,1
53977,SYNID0200106531,-0.09926169560376108,7.568241884027405,68.99507344825757,1
57575,SYNID0200543533,-0.09821160641612048,7.594163808740413,68.77820736871973,1
55625,SYNID0200308227,-0.09702997487983644,7.623387381343494,68.53371928804343,1
54719,SYNID0200196792,-0.0968950470510791,7.626728033565879,68.50577097175947,1
60047,SYNID0200834607,-0.09683667496644222,7.628173490827735,68.49367809466841,1
55689,SYNID0200315339,-0.09658089894355737,7.634508893074838,68.44067532335278,1
59702,SYNID0200791566,-0.09500601478742265,7.67357768012004,68.11382094148894,1
61383,SYNID0200996396,-0.09474547293859903,7.680051014295695,68.05966421432632,1
61030,SYNID0200954372,-0.09444626839260573,7.687488447850016,67.99744171061157,1
57214,SYNID0200499729,-0.09355518810756214,7.709660542802786,67.81194717805724,1
56660,SYNID0200437097,-0.0924103173371672,7.738196426832147,67.57321238640468,1
57325,SYNID0200514054,-0.09156447560226,7.759314462251667,67.39653624836026,1
59397,SYNID0200758680,-0.09063431076697315,7.78257267205806,67.20195514245766,1
58373,SYNID0200639789,-0.09033891219395085,7.789966598705753,67.14009662299091,1
56186,SYNID0200377956,-0.0901740534978378,7.794094676646645,67.10556060419681,1
55508,SYNID0200291936,-0.08998477324757259,7.798835694957176,67.06589664924726,1
56584,SYNID0200427464,-0.08982741885240386,7.802778204807496,67.03291311641766,1
58233,SYNID0200622869,-0.0898158028066719,7.803069286185996,67.03047789302741,1
60583,SYNID0200899840,-0.08971596467948673,7.805571322283985,67.00954554462193,1
61276,SYNID0200983954,-0.08869208648457616,7.831255134662049,66.7946715427998,1
58520,SYNID0200657278,-0.08807086532003872,7.846860145804838,66.66411805862961,1
56331,SYNID0200395764,-0.08786357388515187,7.8520709534184245,66.62052378733627,1
59457,SYNID0200765156,-0.08784149020738907,7.852626192208297,66.61587858984804,1
53224,SYNID0200015561,-0.08767411178612727,7.856835181868276,66.58066565344456,1
55324,SYNID0200272812,-0.086988612154688,7.8740856495547265,66.4363460730595,1
54919,SYNID0200221854,-0.08519701882398312,7.91926605961289,66.0583610850733,1
58758,SYNID0200685212,-0.08460105668458806,7.9343256996717875,65.93237024392312,1
58290,SYNID0200629332,-0.08416170220112018,7.94543778338433,65.8394051552225,1
56441,SYNID0200408886,-0.08325088549390136,7.9685006608193385,65.64645822448468,1
56487,SYNID0200414521,-0.08257578078395511,7.985618304739074,65.5032498644228,1
55341,SYNID0200274762,-0.08154584903143014,8.011771032231255,65.28445285983136,1
56935,SYNID0200467375,-0.08139695526323976,8.015555675533152,65.25279005838362,1
58384,SYNID0200640961,-0.08067788357883876,8.033846990631433,65.0997626177567,1
56125,SYNID0200369317,-0.08067720885106267,8.033864164587461,65.09961893828246,1
58596,SYNID0200665919,-0.07790893590564196,8.104493999408792,64.50872086471388,1
60620,SYNID0200903985,-0.07770933203626529,8.109599770594823,64.4660053413725,1
53624,SYNID0200062147,-0.07750429102837675,8.1148464583286,64.42211089248491,1
58273,SYNID0200627784,-0.07672871822861926,8.134709050744114,64.2559379483729,1
60924,SYNID0200938791,-0.07619589684510808,8.148370209919769,64.14164697402715,1
54689,SYNID0200194018,-0.07592381787549574,8.155350993280015,64.08324486321939,1
54833,SYNID0200211336,-0.07570236779917949,8.161035216111413,64.03568994072376,1
55022,SYNID0200234697,-0.0749301688263454,8.180873286216602,63.86972215334145,1
58389,SYNID0200641645,-0.0746480875693083,8.18812670052368,63.80903917777327,1
56033,SYNID0200358668,-0.07342384100371258,8.219648191179454,63.54532642590822,1
57775,SYNID0200568454,-0.07327938346236562,8.22337207371952,63.51417195662923,1
53699,SYNID0200071595,-0.07236004883069347,8.247093049310514,63.31571929402082,1
57661,SYNID0200554508,-0.07167615072477074,8.264763941303588,63.16788239105537,1
56947,SYNID0200468718,-0.0706579692725654,8.291111412231725,62.947456138407,1
60035,SYNID0200833181,-0.07049151984746238,8.295423092503972,62.91138407943701,1
60151,SYNID0200847447,-0.06792928626445649,8.361953994949872,62.35477818919941,1
56408,SYNID0200404293,-0.06516982757800982,8.433942580642794,61.75251263509638,1
55281,SYNID0200265491,-0.06405794533094433,8.463048691015596,61.50900725819907,1
57290,SYNID0200509059,-0.06353056806642399,8.476874086967749,61.3933422583429,1
56021,SYNID0200357091,-0.06261964397452013,8.500784812070355,61.193302127476116,1
60222,SYNID0200855353,-0.0621685037199452,8.512641070541726,61.094111179229,1
60377,SYNID0200874238,-0.06180943441316078,8.522084446879743,61.01510670611601,1
56591,SYNID0200428569,-0.061717090226275806,8.524514037034393,60.99478044957618,1
58081,SYNID0200605005,-0.06159431584889674,8.527744868915496,60.967750904067586,1
54527,SYNID0200173671,-0.06134719623617935,8.53425001226442,60.913328057364204,1
55103,SYNID0200243992,-0.06114645962534315,8.539536283992854,60.869102443803115,1
58123,SYNID0200609331,-0.06078903974156691,8.548953393496058,60.7903177223309,1
58289,SYNID0200629168,-0.06009589110409819,8.567233224863806,60.637386356036686,1
61075,SYNID0200959165,-0.05954126016426997,8.581876344617609,60.51488017609948,1
56138,SYNID0200371176,-0.05869315680419551,8.604295683343558,60.327317171069716,1
59669,SYNID0200788604,-0.05858747271216269,8.6070917926104,60.303924569579934,1
54496,SYNID0200170062,-0.058480720827019606,8.609916689851238,60.28029112428217,1
54576,SYNID0200179433,-0.058081047042532696,8.620497762948013,60.19176853712068,1
56685,SYNID0200440039,-0.0565925316705671,8.659971901523335,59.861522933418755,1
60194,SYNID0200852115,-0.055198268789444005,8.69704241514771,59.55138635809967,1
53448,SYNID0200042170,-0.05480030333531072,8.707640557756637,59.462720965254526,1
56665,SYNID0200437472,-0.05474064691874325,8.70922991166385,59.44942423074613,1
54257,SYNID0200140376,-0.05390846466677124,8.731418578227387,59.263791058013716,1
59467,SYNID0200765906,-0.0532960685801237,8.747768338234565,59.127006911257766,1
57957,SYNID0200590207,-0.0521211821745301,8.779186197561728,58.86416115211034,1
53890,SYNID0200096821,-0.0520739985506401,8.780449339726971,58.85359354602754,1
55262,SYNID0200263232,-0.05203804703349535,8.781411862161317,58.845540962389755,1
59775,SYNID0200801153,-0.05124478261057808,8.802665730157951,58.667728431936276,1
54964,SYNID0200226775,-0.05089147523879234,8.812141711793533,58.58845117880661,1
57150,SYNID0200493155,-0.05022922369930116,8.829920202483756,58.43971409161981,1
55183,SYNID0200253495,-0.0500688506973872,8.834228718334842,58.40366850659492,1
59431,SYNID0200761591,-0.04981717226623006,8.840992741851366,58.347079835878105,1
58604,SYNID0200666780,-0.04977948206911009,8.842005957259518,58.338603148451305,1
53894,SYNID0200097286,-0.04974715088994852,8.842875162982835,58.33133126414432,1
57660,SYNID0200554364,-0.0491472535044325,8.859012350170127,58.196325528311746,1
59582,SYNID0200780279,-0.049131748862430435,8.85942965734218,58.19283428407089,1
55191,SYNID0200254629,-0.048915508763015536,8.865250984304662,58.144132331185894,1
56153,SYNID0200373751,-0.04869649033960133,8.871149443704299,58.09478507863908,1
55987,SYNID0200353800,-0.0484951070298032,8.876575043956105,58.04939382514323,1
53099,SYNID0200000024,-0.047961577472603656,8.890958850227898,57.92905709438225,1
53458,SYNID0200044425,-0.047703035894107515,8.897934096648928,57.870701306303765,1
53623,SYNID0200061993,-0.04749189333170556,8.90363299820816,57.82302357972652,1
59971,SYNID0200824891,-0.047356799960638685,8.907280426170443,57.792508739052664,1
54727,SYNID0200197523,-0.04725017846267021,8.910159768851836,57.76841979635752,1
56209,SYNID0200381116,-0.04715151387186778,8.912824732876055,57.74612437244744,1
55193,SYNID0200254778,-0.046634348621807376,8.926801407296594,57.62919375791486,1
57713,SYNID0200559935,-0.04534376999857814,8.961737756503233,57.33691187029692,1
58448,SYNID0200648249,-0.04506005364269561,8.969429128265022,57.27256488762823,1
60165,SYNID0200848881,-0.044945979824356,8.972522726168775,57.24668345881918,1
56302,SYNID0200392173,-0.04473914894495923,8.978133479113149,57.19974319463073,1
59931,SYNID0200820259,-0.0441519296012447,8.994074742676313,57.06637658045768,1
60891,SYNID0200935858,-0.043694313095341664,9.006509604869644,56.96234496076442,1
60592,SYNID0200900513,-0.04321988965137291,9.01941221848702,56.85440007387924,1
61407,SYNID0200999482,-0.04299870849711018,9.02543140329902,56.80404281736205,1
56078,SYNID0200363213,-0.042941828693144446,9.026979716556397,56.79108943408742,1
59146,SYNID0200731403,-0.04285155178905753,9.02943745835112,56.77052765738917,1
60406,SYNID0200878684,-0.04177786122744498,9.058699504180536,56.52571770486672,1
55427,SYNID0200284137,-0.04151716178849896,9.065813279483896,56.46620296675091,1
54595,SYNID0200182606,-0.04134665386371417,9.070467827521629,56.427262432969584,1
57768,SYNID0200567830,-0.04117139730521158,9.075253532499648,56.38722462374446,1
56608,SYNID0200430821,-0.040370260216221476,9.097149818252449,56.20403754561569,1
55478,SYNID0200288623,-0.0401384465601905,9.103491691222134,56.150980639421824,1
54563,SYNID0200177964,-0.038793168492975205,9.140349130105763,55.84262667415909,1
55421,SYNID0200283209,-0.038164591863457664,9.157602200549182,55.69828531878218,1
58358,SYNID0200637929,-0.03779424245394736,9.167776928460187,55.61316226650679,1
57456,SYNID0200528587,-0.03774021241721537,9.169261898603624,55.60073881968317,1
56684,SYNID0200439905,-0.03748452390061574,9.176291306922707,55.5419299063595,1
60135,SYNID0200846104,-0.03724866938087845,9.182778403060343,55.487658044893585,1
57398,SYNID0200522789,-0.03685945727211937,9.193489776137014,55.3980453517266,1
58380,SYNID0200640438,-0.03580089921677121,9.222661317604555,55.153992570068525,1
54413,SYNID0200160041,-0.03481065460610233,9.250002511310539,54.92525270778794,1
55834,SYNID0200333819,-0.03441083855802429,9.261055999422481,54.83277783724516,1
56579,SYNID0200426958,-0.03352256487670624,9.28564322412432,54.62707802572123,1
53728,SYNID0200075093,-0.03352213514274205,9.285655128972271,54.62697842826729,1
53119,SYNID0200002728,-0.03264164198656894,9.310067442920404,54.42274194208841,1
53510,SYNID0200049489,-0.032576950839616425,9.311862643169254,54.4077230712189,1
60700,SYNID0200912455,-0.03180723436623867,9.333239272679895,54.22888350251285,1
53558,SYNID0200055964,-0.0316955661251217,9.33634310195984,54.20291647672488,1
57001,SYNID0200474662,-0.031552936438622226,9.340308455709483,54.16974182896295,1
60342,SYNID0200870113,-0.03154888116307919,9.340421214989494,54.16879847065687,1
59696,SYNID0200790891,-0.031161802092547486,9.351188134057729,54.07872107274445,1
54718,SYNID0200196679,-0.030782470957397834,9.361747152984005,53.99038299354471,1
58475,SYNID0200653126,-0.03078027049841292,9.36180842672508,53.989870369727136,1
56250,SYNID0200385704,-0.030623093371840215,9.366185821093033,53.95324853837475,1
59236,SYNID0200741532,-0.0301390861632006,9.379673605624305,53.840408038090445,1
54749,SYNID0200201022,-0.029918933040432805,9.385812667447247,53.78904787543579,1
53419,SYNID0200040092,-0.029777737039004548,9.389751319509697,53.75609661734428,1
56317,SYNID0200394255,-0.029759580687289677,9.390257865772957,53.75185878765246,1
56150,SYNID0200373202,-0.029700929787104924,9.391894292994047,53.73816823188486,1
56980,SYNID0200472087,-0.029278122046864752,9.403696476676144,53.639429680119946,1
54142,SYNID0200126633,-0.0291176875097523,9.408177286827437,53.60194265932876,1
56456,SYNID0200411562,-0.028795678222073517,9.417174853922559,53.52666788236289,1
61063,SYNID0200957885,-0.028733304947224925,9.418918318206627,53.51208184107599,1
53366,SYNID0200033166,-0.028471816891637913,9.4262296988125,53.450913912167955,1
60785,SYNID0200922167,-0.028433856620171505,9.427291394044245,53.44203163644493,1
59950,SYNID0200822535,-0.02841990043192988,9.427681748111974,53.438765885261816,1
58353,SYNID0200637071,-0.027904200789465206,9.44211308158671,53.318031535948684,1
57996,SYNID0200595145,-0.02738317426379533,9.456707806482113,53.19593023347824,1
54268,SYNID0200141933,-0.027160183765647994,9.462958507263295,53.14363608527022,1
58616,SYNID0200668364,-0.02663047860838219,9.47781740789029,53.01932465543254,1
60915,SYNID0200938306,-0.02611823977586869,9.492200577382,52.898993252053764,1
59840,SYNID0200809536,-0.02604492001304126,9.494260470786584,52.88175992498165,1
53417,SYNID0200039903,-0.02603263637797637,9.49460560334897,52.878872502594845,1
54962,SYNID0200225852,-0.025918933936545763,9.497800676691543,52.852142117513054,1
54062,SYNID0200115228,-0.02562516566367634,9.506058853877404,52.78305316944094,1
56771,SYNID0200448346,-0.024007020655333666,9.551629735295503,52.401801448990305,1
54473,SYNID0200168049,-0.023256062989962523,9.572826350735875,52.22446790061696,1
56082,SYNID0200364216,-0.022958604164693752,9.58123086952271,52.15415464032158,1
59071,SYNID0200721166,-0.02292746043750582,9.58211109309835,52.146790579277535,1
60587,SYNID0200900408,-0.02268225593070672,9.589043206076951,52.0887956509986,1
60897,SYNID0200936127,-0.022579944519362627,9.591936587028394,52.06458926237214,1
53192,SYNID0200011910,-0.022525320782789016,9.593481585862488,52.051663607979194,1
54656,SYNID0200190245,-0.022340290172317645,9.59871626343712,52.00786963759221,1
59787,SYNID0200802524,-0.022262214044415307,9.60092566161434,51.98938553480523,1
54360,SYNID0200153572,-0.021447523548619563,9.623999496952052,51.7963469288764,1
53818,SYNID0200087369,-0.0212645296930698,9.629187245344843,51.75294557392189,1
53374,SYNID0200034603,-0.021249195894941675,9.629622030538709,51.74930810635424,1
53208,SYNID0200013887,-0.021102130678419595,9.63379266985015,51.714416013785794,1
61329,SYNID0200990058,-0.021005180971024773,9.636542721479042,51.691408736282774,1
56793,SYNID0200450170,-0.0208685909199553,9.640418069866852,51.65898708468815,1
60800,SYNID0200924135,-0.020756654689173093,9.64359469501444,51.63241103952383,1
59104,SYNID0200724989,-0.019995759242855904,9.665206170663575,51.45160671851201,1
58292,SYNID0200629884,-0.019465981877103244,9.680271953891552,51.325564482837336,1
56475,SYNID0200413382,-0.019390727365758642,9.682413284269934,51.30764984380893,1
55005,SYNID0200231662,-0.019369318196049368,9.683022528429348,51.30255283061271,1
55161,SYNID0200251167,-0.019313524349461764,9.684610380840747,51.289268657806986,1
55930,SYNID0200348232,-0.018921231134074068,9.695779580159568,51.19582573276702,1
53414,SYNID0200039736,-0.018409515766888096,9.71036161159637,51.0738306253663,1
59896,SYNID0200816343,-0.018130036938462935,9.718331822840238,51.00715083655114,1
58849,SYNID0200699141,-0.01812194253222632,9.718562724157163,51.00521908711833,1
61338,SYNID0200991497,-0.017804672437284008,9.727616024898044,50.92947803546847,1
60000,SYNID0200828664,-0.017724137387587713,9.729914974931397,50.91024473059985,1
59764,SYNID0200799592,-0.017529869909796103,9.73546199801127,50.8638376384662,1
57385,SYNID0200521745,-0.017252771299045677,9.743377746933625,50.79761348827664,1
58119,SYNID0200608788,-0.017218510112960494,9.74435676508023,50.78942289943722,1
60512,SYNID0200890882,-0.01714203775390233,9.74654220729275,50.771139215261265,1
61325,SYNID0200989443,-0.017066152982229466,9.748711176797064,50.75299334383213,1
56690,SYNID0200440438,-0.016366045677295493,9.768736958291035,50.58545513938317,1
57272,SYNID0200506992,-0.016038681520897824,9.778110159558613,50.50703775972776,1
58408,SYNID0200643591,-0.015853665944529194,9.783410218413152,50.462696801337174,1
56205,SYNID0200380426,-0.015845649952843432,9.783639891920126,50.46077532391671,1
54959,SYNID0200225588,-0.01570974889773258,9.787534260575198,50.428194546376034,1
55652,SYNID0200311661,-0.01546217850747722,9.794631254192943,50.36882020595088,1
61322,SYNID0200989128,-0.0154510846485022,9.794949356852518,50.366158919127614,1
55791,SYNID0200328575,-0.014780593351447768,9.814187585991933,50.20520947664189,1
55944,SYNID0200349306,-0.014631143626954612,9.818479122313644,50.16930594449342,1
53352,SYNID0200031915,-0.013534968502281863,9.849994579213098,49.90564367179196,1
59023,SYNID0200717612,-0.013380866311308748,9.854430469052735,49.86853245997283,1
53215,SYNID0200015031,-0.013209706339509353,9.859358934599403,49.82730029789087,1
60722,SYNID0200914846,-0.013050527422547531,9.863943887032617,49.78894200968246,1
60441,SYNID0200882624,-0.013023054619164198,9.864735351201599,49.782320520988144,1
55344,SYNID0200274956,-0.012892328566343703,9.868502019656399,49.75080809936996,1
61285,SYNID0200984804,-0.01198049511424526,9.89480181958675,49.53078066827946,1
58670,SYNID0200674656,-0.011760088775831234,9.901165977578087,49.477537322794085,1
53216,SYNID0200015063,-0.01168563416286128,9.903316448537796,49.459546212513686,1
60391,SYNID0200876317,-0.011608066192518751,9.905557175368278,49.440800010276696,1
53226,SYNID0200015834,-0.011525548663633312,9.907941254397434,49.42085450553175,1
58024,SYNID0200598140,-0.011439688076130716,9.910422328683905,49.40009752627553,1
57008,SYNID0200475481,-0.011387358290559035,9.911934682959439,49.387444980361664,1
58392,SYNID0200642224,-0.011196540268886834,9.917450720716174,49.34129711533506,1
55180,SYNID0200253309,-0.011132574092850955,9.91930027229393,49.32582353441807,1
57245,SYNID0200503926,-0.010782243288564919,9.92943402806139,49.2410432602442,1
54250,SYNID0200139315,-0.01057267730405298,9.935499308679535,49.19030036042034,1
55405,SYNID0200281474,-0.010557516706760972,9.935938184829139,49.18662866740291,1
55483,SYNID0200289290,-0.010555109677970687,9.936007865837185,49.18604570733337,1
59120,SYNID0200728288,-0.010508411980575838,9.937359781165785,49.174735413810545,1
56304,SYNID0200392454,-0.010349376391402987,9.941964847236019,49.136208852387306,1
57845,SYNID0200576338,-0.010344788757858603,9.942097708957064,49.13509731453344,1
53302,SYNID0200025037,-0.010202638084533922,9.946215103819394,49.10065067171703,1
57220,SYNID0200500709,-0.010181320439755615,9.946832668407595,49.095484048768036,1
56740,SYNID0200445689,-0.009955522722380872,9.953375532630142,49.040745624495855,1
55833,SYNID0200333781,-0.009532702331772724,9.965635251749495,48.93817927376824,1
56673,SYNID0200438486,-0.009411137076262621,9.969161931366544,48.90867462892404,1
60244,SYNID0200858585,-0.00931951434926781,9.971820516842538,48.88643256874996,1
60212,SYNID0200854171,-0.009249273079318221,9.973859007748148,48.86937829767373,1
60857,SYNID0200931816,-0.008885238483042679,9.98442826101921,48.780954596659456,1
55821,SYNID0200332292,-0.008880239463805673,9.984573453417367,48.77973989881137,1
59344,SYNID0200752981,-0.008565913968909933,9.99370564415996,48.703338843493746,1
53759,SYNID0200078719,-0.00843426397169822,9.997532187302017,48.67132550271802,1
59251,SYNID0200743328,-0.008351885747186594,9.999927099483186,48.651289366462024,1
59733,SYNID0200795823,-0.008315531412799726,10.000984121610717,48.642446186516075,1
60341,SYNID0200869917,-0.008305731443854603,10.001269073996188,48.64006223905167,1
53957,SYNID0200104376,-0.008262801731893088,10.002517400233895,48.62961858488043,1
60503,SYNID0200890020,-0.00813304869618725,10.006291048628325,48.598047768210186,1
55048,SYNID0200238787,-0.007899871877224185,10.013075025950567,48.541292161447316,1
