customer_id,risk_score,predicted_label,risk_level
SYNID0105440813,0.8384997154567624,1,Extremely High
SYNID0101502684,0.8356917709905977,1,Extremely High
SYNID0101402777,0.8331033397469725,1,Extremely High
SYNID0101351635,0.8324788806606591,1,Extremely High
SYNID0100300395,0.8320563557328879,1,Extremely High
SYNID0104861147,0.8294181538110678,1,Extremely High
SYNID0106101072,0.8284118417823692,1,Extremely High
SYNID0105388706,0.8273484987934566,1,Extremely High
SYNID0106333361,0.8259350066819999,1,Extremely High
SYNID0102087438,0.8256614080238482,1,Extremely High
SYNID0100789299,0.8242817598200587,1,Extremely High
SYNID0105875576,0.8240203725099373,1,Extremely High
SYNID0101220646,0.8234810138487352,1,Extremely High
SYNID0102890122,0.8205013951616591,1,Extremely High
SYNID0102351833,0.8192708127055075,1,Extremely High
SYNID0101541502,0.8191711743847558,1,Extremely High
SYNID0108244523,0.8166457632090507,1,Extremely High
SYNID0108192253,0.8156539203555775,1,Extremely High
SYNID0107536571,0.8147911979576682,1,Extremely High
SYNID0100816248,0.8124745732758145,1,Extremely High
SYNID0108242887,0.8115667248003771,1,Extremely High
SYNID0100753031,0.8097237835232705,1,Extremely High
SYNID0104896123,0.8085921677124361,1,Extremely High
SYNID0106046535,0.8080488801487657,1,Extremely High
SYNID0102641079,0.8055821402195562,1,Extremely High
SYNID0102986817,0.8032600594631459,1,Extremely High
SYNID0104652299,0.8028972672998123,1,Extremely High
SYNID0108774043,0.8018940628510676,1,Extremely High
SYNID0109537824,0.8011647220368665,1,Extremely High
SYNID0102860554,0.800984490014678,1,Extremely High
SYNID0107817926,0.8003001023250995,1,Extremely High
SYNID0106394383,0.7994129165236704,1,Extremely High
SYNID0109892672,0.799284132731845,1,Extremely High
SYNID0103174196,0.7988648982475668,1,Extremely High
SYNID0107955976,0.7985962999854572,1,Extremely High
SYNID0109400088,0.7965796315594398,1,Extremely High
SYNID0107602625,0.7963436007791647,1,Extremely High
SYNID0108425244,0.795349923696195,1,Extremely High
SYNID0104723093,0.7949017290050129,1,Extremely High
SYNID0109108669,0.7929278128622096,1,Extremely High
SYNID0102843736,0.7927793807590768,1,Extremely High
SYNID0109871361,0.7918659025369337,1,Extremely High
SYNID0106201824,0.7914375546907702,1,Extremely High
SYNID0104249431,0.7912195663329615,1,Extremely High
SYNID0107362936,0.7907765384906281,1,Extremely High
SYNID0108830288,0.7889855251386515,1,Extremely High
SYNID0100455310,0.7886334547920738,1,Extremely High
SYNID0101298413,0.7872251346554504,1,Extremely High
SYNID0101278368,0.7839897032169996,1,Extremely High
SYNID0101409942,0.7836049992873553,1,Extremely High
SYNID0103253522,0.7814994773788566,1,Extremely High
SYNID0101534666,0.781344430616209,1,Extremely High
SYNID0109097161,0.7797408111665415,1,Extremely High
SYNID0107654293,0.7796010735056091,1,Extremely High
SYNID0108155456,0.7795974626320414,1,Extremely High
SYNID0109548548,0.7793546355815102,1,Extremely High
SYNID0109659998,0.7788196069778737,1,Extremely High
SYNID0101452404,0.7784704189628311,1,Extremely High
SYNID0100917159,0.7770378456128197,1,Extremely High
SYNID0104002617,0.7768646214495087,1,Extremely High
SYNID0108297552,0.7766793849851827,1,Extremely High
SYNID0109649499,0.7762583586907145,1,Extremely High
SYNID0107789398,0.7761958512665749,1,Extremely High
SYNID0106159928,0.7755470026484306,1,Extremely High
SYNID0107199092,0.7754365624854249,1,Extremely High
SYNID0109219783,0.7754160976750027,1,Extremely High
SYNID0101670212,0.7752579428806364,1,Extremely High
SYNID0108730304,0.7746271413875578,1,Extremely High
SYNID0107463697,0.7743422480317819,1,Extremely High
SYNID0104376482,0.7733644274097125,1,Extremely High
SYNID0100274855,0.7721701348220504,1,Extremely High
SYNID0103755568,0.7704867252252098,1,Extremely High
SYNID0108890179,0.7704155739960099,1,Extremely High
SYNID0103726381,0.7694599235217302,1,Extremely High
SYNID0106586554,0.7693624363826487,1,Extremely High
SYNID0102747570,0.7660375522173579,1,Extremely High
SYNID0100713276,0.7645801531878921,1,Extremely High
SYNID0105905858,0.7644188960527332,1,Extremely High
SYNID0104717841,0.7643569467736495,1,Extremely High
SYNID0106717691,0.7594745971989201,1,Extremely High
SYNID0101444864,0.7585101646270139,1,Extremely High
SYNID0100068815,0.7572308833050438,1,Extremely High
SYNID0109124920,0.7571425442798951,1,Extremely High
SYNID0108123906,0.7570373636329566,1,Extremely High
SYNID0107438729,0.7568974746805668,1,Extremely High
SYNID0109963249,0.7559755354367947,1,Extremely High
SYNID0108698113,0.7558481074863892,1,Extremely High
SYNID0106216249,0.7534526378306317,1,Extremely High
SYNID0101189135,0.7531369296588228,1,Extremely High
SYNID0107153762,0.7526371134045537,1,Extremely High
SYNID0103193307,0.7523669905190584,1,Extremely High
SYNID0104383820,0.7504650849483676,1,Extremely High
SYNID0101269639,0.7497499850616403,1,Extremely High
SYNID0105106838,0.7490350170804625,1,Extremely High
SYNID0100752317,0.7486422306293357,1,Extremely High
SYNID0100921776,0.7482337135805117,1,Extremely High
SYNID0104830176,0.747511521837916,1,Extremely High
SYNID0108683289,0.7471085242798237,1,Extremely High
SYNID0105702537,0.7463260205121842,1,Extremely High
SYNID0101402356,0.7458576992551171,1,Extremely High
SYNID0102900318,0.745793176092058,1,Extremely High
SYNID0109247507,0.7445231696977691,1,Extremely High
SYNID0107360140,0.7431400893604605,1,Extremely High
SYNID0103618883,0.7427354377828681,1,Extremely High
SYNID0105937532,0.7426518776634019,1,Extremely High
SYNID0103769370,0.7419273015612102,1,Extremely High
SYNID0103685090,0.7415772490485937,1,Extremely High
SYNID0106995715,0.7412550355292691,1,Extremely High
SYNID0108553476,0.7409000610444143,1,Extremely High
SYNID0107584058,0.7401464117156541,1,Extremely High
SYNID0107972132,0.7399971558125227,1,Extremely High
SYNID0102047281,0.7385590427380667,1,Extremely High
SYNID0108657733,0.7384871782406418,1,Extremely High
SYNID0103406698,0.7382428771936247,1,Extremely High
SYNID0106381383,0.7381166944123523,1,Extremely High
SYNID0108709906,0.7377556745558003,1,Extremely High
SYNID0107958157,0.7359457390401808,1,Extremely High
SYNID0104770333,0.735887591315805,1,Extremely High
SYNID0101094847,0.735763005091134,1,Extremely High
SYNID0108935046,0.7354820233730235,1,Extremely High
SYNID0104649513,0.735026835042816,1,Extremely High
SYNID0102356711,0.7342959199285581,1,Extremely High
SYNID0105429481,0.7337121774772875,1,Extremely High
SYNID0106946271,0.7334208102247708,1,Extremely High
SYNID0104190042,0.7327330478006419,1,Extremely High
SYNID0107528575,0.7327011409761354,1,Extremely High
SYNID0108335998,0.7326247922685757,1,Extremely High
SYNID0100541989,0.7324558987719523,1,Extremely High
SYNID0103567072,0.7321324985955938,1,Extremely High
SYNID0101564832,0.7299198108889949,1,Extremely High
SYNID0104625382,0.7297397034931321,1,Extremely High
SYNID0106510716,0.729653533890241,1,Extremely High
SYNID0104309648,0.7291846457081941,1,Extremely High
SYNID0105787233,0.7284130505644428,1,Extremely High
SYNID0107795987,0.7259156999530736,1,Extremely High
SYNID0106142646,0.7250947453598342,1,Extremely High
SYNID0102841447,0.7246266699971207,1,Extremely High
SYNID0102685732,0.7245493205381828,1,Extremely High
SYNID0100396669,0.7244693288767832,1,Extremely High
SYNID0104579261,0.7229834222048332,1,Extremely High
SYNID0103829057,0.722881934062347,1,Extremely High
SYNID0104635864,0.7228488745083683,1,Extremely High
SYNID0100397396,0.7221705198163542,1,Extremely High
SYNID0104387284,0.7220979269078349,1,Extremely High
SYNID0103809301,0.7206982245495666,1,Extremely High
SYNID0101293413,0.7197886169469851,1,Extremely High
SYNID0104634832,0.7196781010308543,1,Extremely High
SYNID0101790720,0.7195205536923088,1,Extremely High
SYNID0104218022,0.7194534051654883,1,Extremely High
SYNID0108442676,0.7193885801483553,1,Extremely High
SYNID0106529090,0.7192920566948313,1,Extremely High
SYNID0103973934,0.7192674400903192,1,Extremely High
SYNID0103525138,0.7182628322689286,1,Extremely High
SYNID0102337682,0.7181449841230632,1,Extremely High
SYNID0106259313,0.7175523365463115,1,Extremely High
SYNID0104379075,0.7175367049079415,1,Extremely High
SYNID0102421072,0.717526864787284,1,Extremely High
SYNID0105892348,0.7170608633115199,1,Extremely High
SYNID0106096231,0.7169891508550758,1,Extremely High
SYNID0105162549,0.7169147886466785,1,Extremely High
SYNID0101365973,0.7163716905037283,1,Extremely High
SYNID0108508298,0.7162162129312988,1,Extremely High
SYNID0108908279,0.715954560266268,1,Extremely High
SYNID0102348030,0.7157062680937201,1,Extremely High
SYNID0103076606,0.7154742948547008,1,Extremely High
SYNID0105984345,0.7153380360868815,1,Extremely High
SYNID0100375958,0.715191346974389,1,Extremely High
SYNID0101119258,0.7149903523857561,1,Extremely High
SYNID0101612427,0.7144011099872514,1,Extremely High
SYNID0101303014,0.713873211522098,1,Extremely High
SYNID0106989555,0.7134636115900789,1,Extremely High
SYNID0105818471,0.7115722204465321,1,Extremely High
SYNID0103745107,0.7115296449928981,1,Extremely High
SYNID0100573091,0.7114224983040269,1,Extremely High
SYNID0107049790,0.7113103424360507,1,Extremely High
SYNID0109279591,0.7111062817798359,1,Extremely High
SYNID0104981197,0.7106161441437804,1,Extremely High
SYNID0100338105,0.7103235202775529,1,Extremely High
SYNID0107446808,0.708954357264252,1,Extremely High
SYNID0108292982,0.7086021362035138,1,Extremely High
SYNID0104358929,0.7083045915525197,1,Extremely High
SYNID0107685892,0.7081400812280751,1,Extremely High
SYNID0100270587,0.7079482056127189,1,Extremely High
SYNID0107151813,0.706675169114921,1,Extremely High
SYNID0105868876,0.7063415143911599,1,Extremely High
SYNID0100740606,0.7058025594353599,1,Extremely High
SYNID0109084112,0.705476356900693,1,Extremely High
SYNID0106705841,0.7045299035306763,1,Extremely High
SYNID0109563353,0.7039741232284793,1,Extremely High
SYNID0109587882,0.7039708150768689,1,Extremely High
SYNID0109525186,0.7033803227896849,1,Extremely High
SYNID0106005730,0.702790389922548,1,Extremely High
SYNID0105330737,0.702284398222734,1,Extremely High
SYNID0108713833,0.7011837707037456,1,Extremely High
SYNID0108619619,0.7007257851688041,1,Extremely High
SYNID0102902018,0.7006908587460958,1,Extremely High
SYNID0107895830,0.6997708821378226,1,Extremely High
SYNID0102801381,0.6997634410215959,1,Extremely High
SYNID0102072023,0.6996943593084386,1,Extremely High
SYNID0109959567,0.699429686458754,1,Extremely High
SYNID0100659381,0.699069496385137,1,Extremely High
SYNID0107078043,0.6990540393439391,1,Extremely High
SYNID0108789365,0.6989642720846219,1,Extremely High
SYNID0107040577,0.6988138534665271,1,Extremely High
SYNID0100629289,0.6985891838230407,1,Extremely High
SYNID0101042730,0.6980365653202247,1,Extremely High
SYNID0107103377,0.69797094377269,1,Extremely High
SYNID0103685568,0.6973003332174316,1,Extremely High
SYNID0105388405,0.6965965547785661,1,Extremely High
SYNID0107069338,0.6963608473151256,1,Extremely High
SYNID0100198631,0.6961333770995074,1,Extremely High
SYNID0102618380,0.696004929077008,1,Extremely High
SYNID0101776183,0.695843495485758,1,Extremely High
SYNID0108748502,0.6958278817128918,1,Extremely High
SYNID0109748867,0.6954828157578737,1,Extremely High
SYNID0104843617,0.6953228364204825,1,Extremely High
SYNID0109791418,0.6952987856821337,1,Extremely High
SYNID0103893826,0.6948769412240865,1,Extremely High
SYNID0103875037,0.6938280682734803,1,Extremely High
SYNID0108261317,0.693551147206981,1,Extremely High
SYNID0109667715,0.6929178660908801,1,Extremely High
SYNID0109624654,0.6927554643218276,1,Extremely High
SYNID0104977893,0.6921564584911168,1,Extremely High
SYNID0104388049,0.6920961571412851,1,Extremely High
SYNID0108548082,0.6913978038291626,1,Extremely High
SYNID0101369573,0.6902999838109405,1,Extremely High
SYNID0104511912,0.6893586433727201,1,Extremely High
SYNID0103514326,0.6891897973623945,1,Extremely High
SYNID0101067454,0.6889799782502642,1,Extremely High
SYNID0101111045,0.6880781326142404,1,Extremely High
SYNID0100749042,0.6877850391581725,1,Extremely High
SYNID0109443730,0.6876683919023334,1,Extremely High
SYNID0109272902,0.6873878636540885,1,Extremely High
SYNID0109843543,0.6873374645812713,1,Extremely High
SYNID0104622513,0.6873224324359284,1,Extremely High
SYNID0104473160,0.6867240816243485,1,Extremely High
SYNID0107436234,0.6864950862037598,1,Extremely High
SYNID0102048326,0.6864308353221542,1,Extremely High
SYNID0109861268,0.6863670002636175,1,Extremely High
SYNID0103420434,0.6862169375873325,1,Extremely High
SYNID0105799900,0.6861663622603872,1,Extremely High
SYNID0102563343,0.6860285614229724,1,Extremely High
SYNID0109057617,0.6850865784650665,1,Extremely High
SYNID0102033764,0.6848518215702875,1,Extremely High
SYNID0106775343,0.6844546252113344,1,Extremely High
SYNID0100118838,0.6843122942770519,1,Extremely High
SYNID0109914863,0.6842368408087416,1,Extremely High
SYNID0104304053,0.6840314068896449,1,Extremely High
SYNID0106740607,0.6825240101595669,1,Extremely High
SYNID0101765420,0.6818035338222155,1,Extremely High
SYNID0107831572,0.6817035155721424,1,Extremely High
SYNID0101497162,0.681537300326433,1,Extremely High
SYNID0106238901,0.6806043858060107,1,Extremely High
SYNID0102490473,0.6795389978828204,1,Extremely High
SYNID0107520238,0.6791191548254389,1,Extremely High
SYNID0104299971,0.678099245423447,1,Extremely High
SYNID0106634363,0.6780557041651749,1,Extremely High
SYNID0106071163,0.678047188264199,1,Extremely High
SYNID0105933735,0.6771681641466547,1,Extremely High
SYNID0103557460,0.6770288720946551,1,Extremely High
SYNID0101359719,0.6767918001516202,1,Extremely High
SYNID0107550137,0.6765494012675876,1,Extremely High
SYNID0101641348,0.6764151797144483,1,Extremely High
SYNID0109876397,0.676235801132963,1,Extremely High
SYNID0102765785,0.6757075505134537,1,Extremely High
SYNID0108863099,0.6748533318163901,1,Extremely High
SYNID0108767179,0.6748009137873676,1,Extremely High
SYNID0100168765,0.6744668621525056,1,Extremely High
SYNID0104263310,0.6741445730434852,1,Extremely High
SYNID0102386693,0.6737702176336751,1,Extremely High
SYNID0101186911,0.6737666894634529,1,Extremely High
SYNID0101634110,0.6736239563241175,1,Extremely High
SYNID0106510985,0.6732472867163148,1,Extremely High
SYNID0106083532,0.6730797913702435,1,Extremely High
SYNID0107105874,0.6728074852783055,1,Extremely High
SYNID0108410470,0.6728022372970028,1,Extremely High
SYNID0104402359,0.6722854141802613,1,Extremely High
SYNID0107303135,0.6722402733914239,1,Extremely High
SYNID0103511912,0.6714035907070987,1,Extremely High
SYNID0105661055,0.6713616610153315,1,Extremely High
SYNID0107392886,0.6712639774605622,1,Extremely High
SYNID0105054604,0.6711387610265638,1,Extremely High
SYNID0102509961,0.6708359293339478,1,Extremely High
SYNID0103249058,0.6707493387105737,1,Extremely High
SYNID0105605705,0.6706763070316517,1,Extremely High
SYNID0102525938,0.6704204350443908,1,Extremely High
SYNID0107716576,0.6702178554830047,1,Extremely High
SYNID0105141154,0.669774915668266,1,Extremely High
SYNID0107378176,0.6697507590560798,1,Extremely High
SYNID0100106797,0.6696184878318514,1,Extremely High
SYNID0104934891,0.6689085189738675,1,Extremely High
SYNID0103587877,0.6686841567325758,1,Extremely High
SYNID0104525001,0.6686794545592244,1,Extremely High
SYNID0102549116,0.6685422004770816,1,Extremely High
SYNID0102899622,0.6683185697891594,1,Extremely High
SYNID0103559891,0.6682148331603159,1,Extremely High
SYNID0101631272,0.6679137439009128,1,Extremely High
SYNID0108833567,0.6674910462480534,1,Extremely High
SYNID0107643524,0.6671104210253733,1,Extremely High
SYNID0101078275,0.6663531909007039,1,Extremely High
SYNID0104372365,0.6662130800661085,1,Extremely High
SYNID0104492218,0.6656568232500097,1,Extremely High
SYNID0100728967,0.6653451715888892,1,Extremely High
SYNID0101105191,0.6652824087159876,1,Extremely High
SYNID0104038735,0.6639885079760947,1,Extremely High
SYNID0107448442,0.6637932349336776,1,Extremely High
SYNID0102670294,0.6636378919462746,1,Extremely High
SYNID0103553076,0.6633466150709085,1,Extremely High
SYNID0104874046,0.663342560495924,1,Extremely High
SYNID0103498635,0.6632100648559864,1,Extremely High
SYNID0109473676,0.6628880652806943,1,Extremely High
SYNID0105174825,0.6627909296484416,1,Extremely High
SYNID0106523509,0.662687208254298,1,Extremely High
SYNID0108272133,0.6622062690349664,1,Extremely High
SYNID0108364188,0.6614711238641386,1,Extremely High
SYNID0105350022,0.6603012914685729,1,Extremely High
SYNID0103776371,0.6598979005693563,1,Extremely High
SYNID0108035304,0.6594196638485572,1,Extremely High
SYNID0105112059,0.6593299228102258,1,Extremely High
SYNID0100926008,0.6591253545255756,1,Extremely High
SYNID0104709305,0.6590636978379965,1,Extremely High
SYNID0105708643,0.6589679389811242,1,Extremely High
SYNID0102141696,0.6581927160301007,1,Extremely High
SYNID0105453996,0.6579816088754336,1,Extremely High
SYNID0109399460,0.6579445557574932,1,Extremely High
SYNID0105874299,0.6570404374480184,1,Extremely High
SYNID0102790574,0.6568237266855679,1,Extremely High
SYNID0108931468,0.6567095652697471,1,Extremely High
SYNID0109603444,0.6566232462044934,1,Extremely High
SYNID0101458215,0.6565563982835458,1,Extremely High
SYNID0109076408,0.6564463402899771,1,Extremely High
SYNID0106907403,0.6561931787944306,1,Extremely High
SYNID0104623814,0.6559283129819878,1,Extremely High
SYNID0102016238,0.6557953562526361,1,Extremely High
SYNID0106217288,0.6554094110646144,1,Extremely High
SYNID0107265199,0.6554075559548532,1,Extremely High
SYNID0106249610,0.6552282886789886,1,Extremely High
SYNID0104815928,0.6549276955710808,1,Extremely High
SYNID0100736810,0.6547005398047725,1,Extremely High
SYNID0109876459,0.6545357682758641,1,Extremely High
SYNID0102312587,0.6537929575551261,1,Extremely High
SYNID0102065015,0.6537178691447416,1,Extremely High
SYNID0102884850,0.653415690764859,1,Extremely High
SYNID0109602787,0.6530527466428441,1,Extremely High
SYNID0105981755,0.6530492283772307,1,Extremely High
SYNID0102593555,0.6526992199337622,1,Extremely High
SYNID0104291988,0.652449267290913,1,Extremely High
SYNID0102183262,0.6522233986560892,1,Extremely High
SYNID0102739226,0.6519421744300631,1,Extremely High
SYNID0107623581,0.6518686653408818,1,Extremely High
SYNID0108313847,0.6518396204881193,1,Extremely High
SYNID0103466263,0.6513112109683037,1,Extremely High
SYNID0108798998,0.6512524377160287,1,Extremely High
SYNID0102900688,0.6509721309971629,1,Extremely High
SYNID0108050355,0.6505355917546556,1,Extremely High
SYNID0102881013,0.6501099340021207,1,Extremely High
SYNID0109951697,0.6496286892159633,1,Extremely High
SYNID0105085762,0.6495447078607339,1,Extremely High
SYNID0108011189,0.6494701949803743,1,Extremely High
SYNID0106807286,0.649195110158663,1,Extremely High
SYNID0104670973,0.6487570084562666,1,Extremely High
SYNID0101158357,0.6485329530322321,1,Extremely High
SYNID0100535737,0.6485182192260821,1,Extremely High
SYNID0106157445,0.6484902720910674,1,Extremely High
SYNID0109086964,0.6483057767938506,1,Extremely High
SYNID0105814242,0.6477110453799944,1,Extremely High
SYNID0106747791,0.6476007732352853,1,Extremely High
SYNID0107223323,0.6474883765107353,1,Extremely High
SYNID0104299587,0.647442680099396,1,Extremely High
SYNID0101585345,0.6473263265824271,1,Extremely High
SYNID0106326414,0.6472835207953971,1,Extremely High
SYNID0108246569,0.6470961473049316,1,Extremely High
SYNID0109253859,0.6467136787296903,1,Extremely High
SYNID0105704092,0.6465311438399672,1,Extremely High
SYNID0106276257,0.6462831320078234,1,Extremely High
SYNID0101930228,0.6460920218751414,1,Extremely High
SYNID0102035312,0.6460207635296074,1,Extremely High
SYNID0101408525,0.6459543199261657,1,Extremely High
SYNID0106389901,0.645277785448982,1,Extremely High
SYNID0103841807,0.6450585062818603,1,Extremely High
SYNID0107341974,0.6448612827070113,1,Extremely High
SYNID0103576210,0.6446876069250645,1,Extremely High
SYNID0100842079,0.6446392752431229,1,Extremely High
SYNID0101316576,0.6443518098082733,1,Extremely High
SYNID0107004455,0.6438817132798902,1,Extremely High
SYNID0109892723,0.6438255750081272,1,Extremely High
SYNID0105706007,0.6431844871014841,1,Extremely High
SYNID0103195343,0.6427394031846634,1,Extremely High
SYNID0103016477,0.6418517567625028,1,Extremely High
SYNID0107916008,0.6415669608634249,1,Extremely High
SYNID0103627968,0.6414666487963996,1,Extremely High
SYNID0102752512,0.6413884564020566,1,Extremely High
SYNID0108623923,0.6412192133675099,1,Extremely High
SYNID0103905077,0.6410362923628878,1,Extremely High
SYNID0106338088,0.6409426997723968,1,Extremely High
SYNID0102715885,0.6406247318005625,1,Extremely High
SYNID0103495690,0.6404236080911669,1,Extremely High
SYNID0107594590,0.6404198808575218,1,Extremely High
SYNID0101352392,0.6400926386814438,1,Extremely High
SYNID0104042124,0.6399272606381212,1,Extremely High
SYNID0108926184,0.6396544346248745,1,Extremely High
SYNID0109422593,0.6394220800459665,1,Extremely High
SYNID0106073856,0.6393079928871124,1,Extremely High
SYNID0103253955,0.639197040546821,1,Extremely High
SYNID0105155546,0.6390131637995561,1,Extremely High
SYNID0104887545,0.6386744557610504,1,Extremely High
SYNID0109557453,0.6386392394239024,1,Extremely High
SYNID0109032712,0.6384775909136324,1,Extremely High
SYNID0105547061,0.6383072443895681,1,Extremely High
SYNID0105522199,0.6379753649661642,1,Extremely High
SYNID0102199398,0.6377340184604248,1,Extremely High
SYNID0100576971,0.6376280037350739,1,Extremely High
SYNID0103989775,0.6375714164118688,1,Extremely High
SYNID0104647652,0.6375490270067241,1,Extremely High
SYNID0108928144,0.6373060606449564,1,Extremely High
SYNID0106479004,0.636974626440373,1,Extremely High
SYNID0100242814,0.6366206916803305,1,Extremely High
SYNID0106537993,0.6364405916226136,1,Extremely High
SYNID0109315813,0.6361408421787547,1,Extremely High
SYNID0105443870,0.6357701588619646,1,Extremely High
SYNID0102196977,0.6355473490898018,1,Extremely High
SYNID0100808516,0.6354803758905281,1,Extremely High
SYNID0100677804,0.6351881438583113,1,Extremely High
SYNID0103312431,0.6350086037608307,1,Extremely High
SYNID0109399568,0.6347573419336876,1,Extremely High
SYNID0102231662,0.6344969923120122,1,Extremely High
SYNID0105669514,0.6341269651133323,1,Extremely High
SYNID0107483483,0.634075971536638,1,Extremely High
SYNID0107078763,0.6340126395217544,1,Extremely High
SYNID0106625805,0.6334564583562102,1,Extremely High
SYNID0101001231,0.6331362566933749,1,Extremely High
SYNID0107959779,0.633000709608421,1,Extremely High
SYNID0104348878,0.6327269987267161,1,Extremely High
SYNID0103603756,0.6327199096111105,1,Extremely High
SYNID0109747756,0.6326584636169277,1,Extremely High
SYNID0106848370,0.6317733356852455,1,Extremely High
SYNID0109275172,0.6317029757673447,1,Extremely High
SYNID0103965926,0.6312761662870875,1,Extremely High
SYNID0109699993,0.6311453335042705,1,Extremely High
SYNID0102090866,0.6309026665708065,1,Extremely High
SYNID0102214235,0.6306147484057837,1,Extremely High
SYNID0104248398,0.6302626532887027,1,Extremely High
SYNID0108107824,0.6301440429083258,1,Extremely High
SYNID0109343632,0.6301417821141619,1,Extremely High
SYNID0107338466,0.6301393033244524,1,Extremely High
SYNID0104863491,0.6300147402669867,1,Extremely High
SYNID0109657534,0.629975568591093,1,Extremely High
SYNID0104800732,0.6296210474399871,1,Extremely High
SYNID0105350100,0.6296161484563894,1,Extremely High
SYNID0107239135,0.6295889536983345,1,Extremely High
SYNID0101700553,0.6295167844541854,1,Extremely High
SYNID0107148903,0.6295130012184667,1,Extremely High
SYNID0106562928,0.6292267409124055,1,Extremely High
SYNID0101204582,0.6291642579115977,1,Extremely High
SYNID0108159126,0.6287908435861846,1,Extremely High
SYNID0104735369,0.628775867148476,1,Extremely High
SYNID0104499042,0.6285983752971345,1,Extremely High
SYNID0104521624,0.628514933437484,1,Extremely High
SYNID0101928929,0.6284961668660585,1,Extremely High
SYNID0103503760,0.6284384737771349,1,Extremely High
SYNID0109286640,0.6282151246170773,1,Extremely High
SYNID0106219886,0.6280780357346728,1,Extremely High
SYNID0101855125,0.6273175534518679,1,Extremely High
SYNID0109392876,0.6271019117920074,1,Extremely High
SYNID0103761459,0.626711034695749,1,Extremely High
SYNID0108030634,0.6266382237484746,1,Extremely High
SYNID0100660857,0.6264279931695864,1,Extremely High
SYNID0103780776,0.6257212000145473,1,Extremely High
SYNID0107691066,0.6255960147744494,1,Extremely High
SYNID0101548459,0.6252114719988534,1,Extremely High
SYNID0101767763,0.6249668225788998,1,High
SYNID0109090384,0.6247569584963729,1,High
SYNID0103456924,0.6243792979312329,1,High
SYNID0101390424,0.6237146068109751,1,High
SYNID0106274346,0.6236236135199089,1,High
SYNID0100209537,0.623497873254651,1,High
SYNID0103150195,0.6233350051552925,1,High
SYNID0102364842,0.623317050861211,1,High
SYNID0107989460,0.6230877194388447,1,High
SYNID0105692673,0.6230685187798913,1,High
SYNID0100236898,0.6230392819739353,1,High
SYNID0105351153,0.6228419192677938,1,High
SYNID0103103234,0.6220748088152176,1,High
SYNID0102428531,0.6218089418577357,1,High
